high_price,low,open,volumefrom,volumeto,close,conversionType
11.28,10.4,11.2,50362.1,550327.49,10.57,direct
10.8,10.33,10.57,24485.26,258957.79,10.47,direct
10.65,10.4,10.47,16732.94,176345.08,10.64,direct
10.9,10.51,10.64,16750.34,178761.66,10.8,direct
10.88,10.61,10.8,21776.74,233650.36,10.75,direct
10.9,10.67,10.75,26995.3,291515.94,10.9,direct
11.22,10.8,10.9,31733.85,348474.7,10.92,direct
11.07,10.75,10.92,26058.85,284556.11,10.93,direct
10.98,10.79,10.93,14727.12,159984.85,10.82,direct
10.96,10.75,10.82,13490.45,146349.26,10.89,direct
10.94,10.7,10.89,12625.48,136448.09,10.87,direct
11.18,10.77,10.87,39217.17,431080.47,11.01,direct
11.13,10.92,11.01,16757.51,184368.79,10.95,direct
11.05,10.82,10.95,24543.09,268636.84,10.95,direct
11.3,10.86,10.95,31901.17,353356.16,11.2,direct
11.8,11.17,11.2,58253.16,669422.19,11.75,direct
11.8,11.52,11.75,19105.45,223039.47,11.79,direct
11.83,11.62,11.79,15514.15,181716.98,11.66,direct
11.84,11.6,11.66,25197.92,295260.75,11.8,direct
11.8,11.57,11.8,27220.18,318291.25,11.73,direct
11.78,11.64,11.73,19227.8,225308.73,11.77,direct
12.43,11.67,11.77,58301.3,703582.88,12.42,direct
12.42,12.13,12.42,18967.9,233370.93,12.35,direct
12.48,12.25,12.35,19570.39,242058.59,12.41,direct
12.6,12.31,12.41,24023.69,299989.4,12.48,direct
12.65,11.89,12.48,35913.82,443753.07,12.25,direct
12.34,11.9,12.25,33194.69,401692.08,12.2,direct
12.41,12.1,12.2,30688.21,376900.98,12.35,direct
12.6,12.15,12.35,26505.34,329552.64,12.45,direct
12.65,12.42,12.45,24350.31,305812.61,12.57,direct
12.69,12.46,12.57,14696.42,184860.98,12.56,direct
12.68,12.43,12.56,14011.93,176013.47,12.5,direct
12.68,12.48,12.5,26759.6,336294.7,12.68,direct
13.5,12.62,12.68,63245.72,823838.19,13.41,direct
13.42,13.15,13.41,29794.93,395716.07,13.38,direct
13.69,12.9,13.38,46562.54,623136.59,13.3,direct
13.55,12.98,13.3,32799.57,437726.61,13.5,direct
13.55,13.35,13.5,13171.51,177338.38,13.42,direct
13.53,13.02,13.42,28166.62,372655.91,13.39,direct
13.55,13.27,13.39,24664.9,331115.25,13.43,direct
13.67,13.3,13.43,28045.88,378671.69,13.56,direct
13.8,13.3,13.56,37679.23,512418.01,13.7,direct
13.8,13.47,13.7,24197.68,331480.86,13.7,direct
13.9,13.0,13.7,70143.98,951046.01,13.6,direct
13.64,13.44,13.6,15187.66,205671.39,13.49,direct
13.67,13.13,13.49,42760.55,570895.78,13.3,direct
13.49,12.75,13.3,63631.25,839092.63,13.25,direct
13.4,13.11,13.25,23220.51,307326.85,13.3,direct
13.6,13.2,13.3,38807.1,520163.02,13.6,direct
13.72,13.33,13.6,32980.36,446364.01,13.56,direct
13.6,13.42,13.56,25330.45,342557.95,13.5,direct
13.59,13.32,13.5,14783.4,198463.8,13.37,direct
13.47,13.01,13.37,23978.22,316965.89,13.31,direct
13.45,13.21,13.31,16692.15,223315.17,13.38,direct
13.43,13.14,13.38,13165.69,175265.29,13.35,direct
13.47,13.2,13.35,15840.13,211349.14,13.47,direct
13.47,13.25,13.47,19822.05,265311.8,13.42,direct
13.65,13.34,13.42,23813.01,320223.37,13.5,direct
13.67,13.27,13.5,26149.14,352722.29,13.4,direct
13.59,13.35,13.4,11764.2,158277.2,13.45,direct
13.56,13.37,13.45,15049.79,202798.91,13.51,direct
13.56,13.16,13.51,28406.21,378879.35,13.3,direct
13.4,13.16,13.3,17966.81,239156.18,13.28,direct
13.46,13.25,13.28,18032.25,240845.86,13.4,direct
13.52,13.27,13.4,29641.92,397884.35,13.5,direct
13.55,13.31,13.5,21329.93,286932.51,13.44,direct
13.52,13.36,13.44,12741.13,171497.01,13.52,direct
13.59,13.4,13.52,25477.72,344083.33,13.59,direct
13.88,13.5,13.59,42798.37,587223.86,13.74,direct
13.86,13.62,13.74,28606.38,393192.24,13.77,direct
14.32,13.77,13.77,51811.03,727790.48,14.14,direct
14.35,13.91,14.14,40434.54,570677.27,14.14,direct
14.34,13.98,14.14,26931.84,381546.96,14.24,direct
14.31,13.95,14.24,38330.15,540759.58,14.12,direct
14.35,14.11,14.12,22096.95,315016.66,14.35,direct
14.48,13.99,14.35,51573.23,732428.4,14.25,direct
14.73,14.21,14.25,45532.49,660929.7,14.73,direct
15.7,14.63,14.73,65489.44,993185.63,15.5,direct
15.99,15.41,15.5,56097.55,879655.99,15.7,direct
15.77,15.25,15.7,34588.82,534667.03,15.62,direct
15.89,15.51,15.62,25982.13,408455.8,15.7,direct
16.98,15.63,15.7,61502.1,1007686.44,16.8,direct
17.59,16.65,16.8,60975.24,1045898.98,17.26,direct
17.59,16.8,17.26,49439.37,851188.37,17.5,direct
19.19,15.61,17.5,172009.1,3053222.09,16.9,direct
17.8,15.39,16.9,80767.49,1345890.12,17.4,direct
17.88,16.54,17.4,34810.6,597064.17,17.88,direct
18.0,17.21,17.88,23766.82,419571.12,17.95,direct
18.88,17.75,17.95,57669.44,1057611.3,18.72,direct
19.8,18.7,18.72,86082.08,1650126.18,19.54,direct
19.8,19.15,19.54,45064.83,877863.5,19.78,direct
21.43,19.51,19.78,99226.7,2042238.64,20.41,direct
