high_price,low,open,volumefrom,volumeto,close,conversionType
60788.52,56516.09,60633.97,52053.76,3014503800.73,58277.44,direct
59628.08,56936.28,58277.44,29471.89,1724718703.27,59083.85,direct
63355.83,58835.76,59083.85,35180.41,2147038663.01,62917.45,direct
64539.14,62587.84,62917.45,16206.9,1029192793.92,63904.51,direct
64634.43,62923.47,63904.51,12595.62,803966989.59,64037.5,direct
65517.33,62715.9,64037.5,24082.55,1537928462.74,63168.44,direct
64403.15,62274.09,63168.44,20907.17,1326416673.48,62323.36,direct
63004.6,60867.52,62323.36,18593.4,1155791451.43,61179.81,direct
63429.98,60623.94,61179.81,18440.55,1140626858.17,63077.18,direct
63469.13,60181.24,63077.18,25390.35,1565941805.66,60790.82,direct
61489.54,60474.73,60790.82,8298.11,505608099.69,60823.19,direct
61838.51,60600.9,60823.19,8214.5,502848342.69,61459.22,direct
63445.72,60758.38,61459.22,21250.01,1327733464.12,62932.29,direct
63097.07,61094.77,62932.29,26392.04,1636519845.72,61548.48,direct
66467.29,61325.48,61548.48,40708.36,2625073579.59,66245.16,direct
66760.54,64600.05,66245.16,24275.96,1596664354.59,65250.53,direct
67489.24,65120.39,65250.53,23340.48,1552274385.82,67051.35,direct
67397.7,66633.01,67051.35,8752.24,586174043.35,66927.56,direct
67696.21,65878.18,66927.56,9725.64,650338446.5,66268.25,direct
71546.4,66071.74,66268.25,38260.49,2624709812.32,71430.23,direct
71964.79,69158.99,71430.23,30747.6,2169803609.99,70141.17,direct
70643.89,68952.24,70141.17,22981.44,1603267534.2,69123.56,direct
70037.76,66370.0,69123.56,28168.79,1922285401.83,67946.35,direct
69264.17,66613.35,67946.35,18239.62,1242012319.42,68548.33,direct
69599.81,68498.87,68548.33,5972.0,412212332.66,69288.95,direct
69511.53,68156.05,69288.95,5502.87,379159635.92,68488.29,direct
70613.89,68227.32,68488.29,13110.64,909946343.46,69386.83,direct
69533.54,67206.37,69386.83,22223.83,1514489243.92,68330.84,direct
68858.38,67099.33,68330.84,16353.37,1108570253.28,67576.81,direct
69520.94,67107.22,67576.81,20828.64,1424914242.82,68346.19,direct
69012.82,66605.09,68346.19,19922.04,1349659294.8,67482.25,direct
67831.31,67383.55,67482.25,4400.74,297719480.73,67721.6,direct
68409.58,67279.96,67721.6,6731.43,456585602.02,67738.74,direct
70283.97,67584.62,67738.74,22783.46,1575608100.17,68799.6,direct
71090.99,68553.54,68799.6,29746.55,2084571763.56,70548.51,direct
71782.2,70371.34,70548.51,21737.62,1545204312.75,71117.68,direct
71642.27,70113.83,71117.68,16078.4,1141567996.37,70772.35,direct
71943.4,68439.15,70772.35,28318.21,1992355199.22,69330.51,direct
69547.91,69152.66,69330.51,5753.02,399100009.36,69303.58,direct
69837.26,69131.01,69303.58,5137.66,357128157.69,69639.42,direct
70172.0,69166.61,69639.42,12116.49,843477987.58,69505.57,direct
69550.65,66054.78,69505.57,31800.9,2141818771.53,67319.41,direct
70021.47,66896.79,67319.41,31159.85,2139401386.85,68247.0,direct
68428.43,66224.61,68247.0,23051.5,1550737143.4,66742.54,direct
67317.79,65026.62,66742.54,24684.72,1633598669.38,66006.13,direct
66419.48,65832.26,66006.13,6139.62,406250537.71,66188.81,direct
66916.83,66012.05,66188.81,6512.06,433017008.55,66631.59,direct
67264.71,65062.53,66631.59,28974.78,1917243316.16,66481.73,direct
66570.67,64033.69,66481.73,35263.17,2293594296.72,65158.02,direct
65708.56,64656.84,65158.02,13478.88,878187235.08,64950.82,direct
66462.52,64527.9,64950.82,22559.77,1473091625.51,64847.89,direct
65018.39,63350.87,64847.89,22310.94,1427909531.59,64119.34,direct
64500.0,63924.68,64119.34,5570.5,358155105.44,64250.18,direct
64504.84,63154.88,64250.18,6504.7,416250575.81,63181.02,direct
63335.53,58443.98,63181.02,48177.24,2938115761.51,60270.95,direct
62385.37,60232.04,60270.95,31697.13,1946492862.08,61796.56,direct
62471.55,60684.69,61796.56,23423.63,1436803387.64,60824.43,direct
62341.3,60562.27,60824.43,22562.67,1385461549.94,61630.1,direct
62168.03,59907.92,61630.1,24288.31,1481619028.88,60324.3,direct
61129.31,60294.22,60324.3,9214.26,560710968.57,60905.3,direct
62949.76,60637.5,60905.3,12626.61,778765578.43,62685.88,direct
63800.98,62462.2,62685.88,25708.72,1623104957.15,62841.27,direct
63219.74,61453.08,62841.27,20510.77,1278702453.96,62044.48,direct
62198.73,59373.07,62044.48,27365.92,1653064013.62,60157.2,direct
