167.79,165.5,165.52,366238.04,61117692.49,165.99
166.95,161.31,165.99,702823.99,115408279.8,163.04
167.14,161.54,163.04,1037787.02,171307507.3,164.89
171.87,164.37,164.89,927988.54,155617907.71,171.81
175.57,171.12,171.81,1051601.86,182343729.01,173.57
174.51,167.64,173.57,865751.05,148733043.79,170.07
172.64,153.73,170.07,1532446.36,252069522.56,162.48
163.73,157.36,162.48,602441.74,96680171.05,157.79
162.97,156.55,157.79,417124.57,66832383.3,162.1
163.19,157.46,162.1,576995.75,92352553.79,158.98
159.63,145.04,158.98,1809030.57,272469500.4,149.36
161.8,145.51,149.36,1434670.41,222556630.23,155.17
155.17,146.0,155.17,1056130.41,158045757.4,147.24
148.9,139.62,147.24,1454718.75,209841119.36,143.01
145.63,142.88,143.01,394805.22,57014807.71,145.45
151.21,143.01,145.45,507453.59,74700321.41,151.2
151.65,139.84,151.2,1026864.9,148707329.69,143.23
143.71,128.22,143.23,2499013.66,338174521.16,137.37
141.86,134.48,137.37,1076874.68,148593887.27,135.62
141.26,131.84,135.62,1439640.8,194530766.65,133.48
135.3,128.65,133.48,1529054.56,201668544.58,134.55
136.64,132.95,134.55,412998.18,55544922.57,133.66
135.04,128.1,133.66,649901.97,85441259.53,128.59
132.54,122.23,128.59,2787124.17,354741829.17,132.26
139.87,131.16,132.26,1867930.93,254921986.27,136.54
140.35,134.73,136.54,931544.42,127825135.72,136.71
151.07,135.11,136.71,1566974.43,228909193.82,149.49
150.54,138.75,149.49,1588510.88,227603507.39,139.73
142.94,139.49,139.73,975415.72,137868176.74,139.97
147.38,136.94,139.97,1012727.42,143572052.93,146.4
149.06,145.69,146.4,1250396.3,184275184.33,146.52
154.78,146.01,146.52,1090729.48,164025879.58,153.79
154.22,139.02,153.79,1978500.21,284424436.33,140.69
142.6,127.19,140.69,1911620.7,256639983.21,127.81
136.35,121.19,127.81,2600896.01,334802804.27,134.33
144.2,132.4,134.33,1011886.77,141137094.54,143.07
143.34,131.2,143.07,1100386.76,151710675.69,131.59
141.86,127.87,131.59,1764410.06,241027397.66,139.78
144.22,136.47,139.78,1109717.02,156707010.52,141.42
146.26,138.61,141.42,935921.33,133285498.95,142.01
145.93,135.7,142.01,1274719.19,178725686.61,135.71
140.64,133.99,135.71,1116717.5,153532246.92,139.55
143.58,138.04,139.55,589537.44,82878892.68,141.95
148.58,141.94,141.95,965298.37,140282144.09,147.72
160.06,147.11,147.72,1515441.83,233055742.7,159.54
162.61,152.66,159.54,1575760.66,249736657.37,160.65
163.8,154.61,160.65,1276102.91,203878632.85,155.5
161.61,155.2,155.5,849519.0,134334567.49,159.2
172.37,156.21,159.2,1943663.78,321647568.82,169.2
175.03,167.34,169.2,895305.94,153433228.71,173.68
185.03,170.56,173.68,1323988.99,234893032.08,184.5
184.92,176.81,184.5,1057469.43,190806050.56,178.98
180.59,170.49,178.98,1242711.45,217693326.61,172.93
182.49,171.0,172.93,1427355.02,254105859.36,178.03
179.58,165.37,178.03,1895710.28,322786259.75,171.83
183.62,171.75,171.83,1380729.85,247678633.97,183.08
188.28,178.16,183.08,1472782.14,270685515.6,183.77
186.62,181.19,183.77,693004.06,127699840.48,184.91
193.87,181.63,184.91,1910355.43,359846632.27,182.52
184.63,175.39,182.52,1443675.5,260642360.68,179.1
184.39,171.58,179.1,1765368.42,315934112.41,171.64
172.88,157.79,171.64,2701209.73,447547944.15,167.26
169.28,149.82,167.26,2582825.41,408628011.97,152.58
153.8,139.84,152.58,1926909.86,282575527.87,142.46
145.96,131.31,142.46,2633519.29,365528696.83,138.24
139.24,110.02,138.24,9973609.16,1239955820.57,129.81
149.54,129.44,129.81,3358246.0,476934576.62,144.51
155.05,142.36,144.51,3163232.4,471242466.32,144.71
163.66,141.45,144.71,3478204.64,542679699.28,163.18
163.56,150.84,163.18,2235297.07,348744317.8,156.32
158.77,152.67,156.32,779645.13,120843995.54,154.05
157.99,141.26,154.05,1397735.1,207002998.48,141.57
150.97,141.27,141.57,1799398.16,262670328.29,146.37
149.88,143.01,146.37,1077534.94,157819507.56,146.71
152.17,142.48,146.71,1552824.8,228499811.67,143.79
147.58,137.86,143.79,1965963.0,279981697.76,142.57
144.85,136.12,142.57,1431065.91,201124549.62,139.1
142.0,137.69,139.1,478414.97,67033030.03,141.94
147.07,140.65,141.94,1366331.33,197619205.05,142.45
146.2,140.46,142.45,885423.23,126729286.97,144.34
148.86,141.03,144.34,1218594.1,176772864.48,142.3
144.41,138.87,142.3,1231560.73,174844256.62,142.8
144.86,140.72,142.8,716055.37,102424812.96,143.25
154.1,142.81,143.25,1535431.53,226345684.97,153.36
162.32,152.08,153.36,1454794.5,230004907.28,160.72
161.98,155.33,160.72,797224.43,126594539.7,158.99
161.97,155.64,158.99,1062067.2,168319244.94,157.15
159.69,145.08,157.15,1465382.08,223366788.75,146.85
148.78,140.59,146.85,1537817.61,222519532.94,143.93
147.33,138.15,143.93,1125510.87,160585627.26,140.05
141.1,132.14,140.05,1376556.59,188099590.41,138.0
139.16,134.55,138.0,354474.97,48458249.41,135.34
