date,high_price,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2021-02-01,4.622,4.111,4.257,2310368.3,10673012.05,4.62,multiply,USDT
2021-02-02,5.414,4.476,4.615,5743394.73,30109540.11,5.242,multiply,USDT
2021-02-03,5.786,5.06,5.242,4298354.11,24654198.62,5.736,multiply,USDT
2021-02-04,6.548,5.579,5.736,5958813.78,38305769.6,6.428,multiply,USDT
2021-02-05,7.141,6.409,6.428,4562072.46,30460957.82,6.677,multiply,USDT
2021-02-06,6.822,5.708,6.677,5428157.34,33204640.97,6.117,multiply,USDT
2021-02-07,6.887,5.758,6.117,5392867.14,36146749.01,6.703,multiply,USDT
2021-02-08,8.085,6.464,6.703,7089546.69,55744077.64,7.863,multiply,USDT
2021-02-09,8.501,7.563,7.863,5058184.68,39508484.07,7.811,multiply,USDT
2021-02-10,9.096,7.297,7.811,4662353.31,42409171.33,9.096,multiply,USDT
2021-02-11,9.737,8.727,9.096,5994959.91,55135646.29,9.197,multiply,USDT
2021-02-12,9.948,9.058,9.197,3146110.73,29077764.82,9.242,multiply,USDT
2021-02-13,9.517,8.67,9.242,3751854.25,32805219.32,8.744,multiply,USDT
2021-02-14,9.236,8.543,8.744,3179698.49,27761063.56,8.731,multiply,USDT
2021-02-15,9.372,7.729,8.731,3742613.02,33137095.68,8.854,multiply,USDT
2021-02-16,8.999,7.964,8.854,2454212.27,20369961.84,8.3,multiply,USDT
2021-02-17,8.447,7.522,8.3,3583271.46,29511823.74,8.236,multiply,USDT
2021-02-18,9.316,8.231,8.236,2623862.63,23557038.69,8.978,multiply,USDT
2021-02-19,11.83,8.533,8.978,7414700.47,85194908.4,11.49,multiply,USDT
2021-02-20,11.84,9.786,11.49,4996802.83,49888093.45,9.984,multiply,USDT
2021-02-21,11.66,9.818,9.984,3899711.08,43208798.77,11.08,multiply,USDT
2021-02-22,14.79,9.113,11.08,15237532.08,219877587.91,14.43,multiply,USDT
2021-02-23,15.88,11.48,14.43,24922218.05,379565380.9,15.23,multiply,USDT
2021-02-24,18.22,14.81,15.23,11170205.13,192207842.01,17.21,multiply,USDT
2021-02-25,17.71,13.67,17.21,9838081.96,135999775.78,13.82,multiply,USDT
2021-02-26,15.51,13.1,13.82,8429361.59,114616389.76,13.6,multiply,USDT
2021-02-27,14.82,13.03,13.6,6504568.32,85881051.4,13.2,multiply,USDT
2021-02-28,13.8,11.44,13.2,7551963.01,99052906.19,13.12,multiply,USDT
2021-03-01,15.56,13.02,13.12,5982155.87,89612694.93,14.98,multiply,USDT
2021-03-02,15.26,13.39,14.98,4591333.3,64113148.63,13.96,multiply,USDT
2021-03-03,14.73,13.71,13.96,3552013.49,50012349.94,14.08,multiply,USDT
2021-03-04,14.27,12.74,14.08,2984928.14,38953312.23,13.05,multiply,USDT
2021-03-05,13.11,12.14,13.05,2217180.69,27831249.3,12.55,multiply,USDT
2021-03-06,13.3,11.9,12.55,3244858.75,42312958.1,13.04,multiply,USDT
2021-03-07,14.01,12.71,13.04,3190746.94,44096122.71,13.82,multiply,USDT
