high_price,low,open,volumefrom,volumeto,close,conversionType
6738.74,6355.0,6449.1,133191.93,869798619.79,6737.78,direct
7339.91,6737.77,6737.78,238796.19,1663170039.86,7024.81,direct
7445.62,6938.93,7024.81,154886.75,1120978013.29,7152.12,direct
7492.24,6957.84,7146.98,106602.67,773371754.85,7363.8,direct
7599.44,7284.33,7363.8,105727.2,789287755.18,7389.55,direct
7429.7,6934.73,7389.55,159688.48,1148125488.89,6959.23,direct
7222.37,6957.8,6959.27,101044.57,716798409.14,7102.75,direct
7869.1,7026.97,7102.23,220224.38,1632547465.88,7444.36,direct
7457.12,7040.83,7444.36,126769.9,915963933.06,7129.59,direct
7318.97,6406.05,7129.59,222001.18,1513421266.51,6565.8,direct
6821.5,6197.87,6565.8,135719.07,878096915.35,6339.86,direct
6490.53,5493.64,6339.87,269832.87,1629165385.9,5878.13,direct
6760.15,5828.34,5878.09,178340.89,1135256036.03,6522.45,direct
6728.59,6419.18,6522.45,96502.09,634604991.54,6597.06,direct
7330.06,6596.94,6597.06,131120.23,922959468.47,7283.22,direct
7964.64,7119.17,7283.02,133937.8,1010130763.21,7853.68,direct
8000.19,7534.7,7853.68,117347.03,917599923.24,7699.95,direct
7857.52,7458.9,7699.95,74382.12,571121111.0,7780.91,direct
8100.87,7675.41,7781.02,68618.85,541391321.61,8042.64,direct
8294.12,7947.28,8042.64,75703.64,617354329.03,8244.69,direct
8368.36,7819.06,8245.87,115454.28,938345413.24,8099.97,direct
8304.37,8091.63,8099.92,65811.68,539697375.37,8234.55,direct
8266.55,8012.35,8234.5,68010.7,555465146.26,8013.41,direct
8332.94,7900.17,8013.38,72994.63,595710405.8,8200.8,direct
8761.98,8153.7,8203.45,84670.41,718483679.6,8754.69,direct
9474.62,8746.56,8754.62,85891.98,782499976.71,9318.42,direct
9733.61,9316.84,9318.42,106902.79,1025175619.87,9733.2,direct
9969.58,9638.2,9732.63,87754.89,865328615.73,9906.04,direct
11417.84,8938.7,9906.04,233325.32,2418792360.6,9837.86,direct
10689.06,9023.77,9848.05,187008.87,1836210107.31,9946.76,direct
10942.8,9420.93,9947.08,131918.85,1353669597.43,10861.47,direct
11175.23,10715.55,10861.47,86825.51,950474241.58,10912.73,direct
11851.09,10578.43,10912.72,122125.7,1380012064.12,11246.21,direct
11624.63,10917.81,11244.2,93173.9,1057859226.18,11623.91,direct
11901.87,11486.13,11624.37,89687.21,1048839303.8,11667.13,direct
13843.2,11661.76,11667.13,191576.66,2437037791.81,13749.57,direct
16879.26,13401.61,13750.09,297108.66,4510225316.19,16850.31,direct
17294.85,13906.1,16867.98,286762.02,4546014731.58,16047.61,direct
16313.18,13151.47,16048.18,181979.81,2699876215.33,14843.42,direct
15783.2,13031.0,14839.98,201620.09,2904037859.64,15059.6,direct
17399.18,15024.56,15060.45,159724.56,2634267594.52,16732.47,direct
17560.65,16254.53,16733.29,132846.57,2246138895.89,17083.9,direct
17267.96,15669.86,17083.9,155407.35,2576055941.69,16286.82,direct
16941.08,16023.64,16286.82,107918.03,1773813863.46,16467.91,direct
17987.03,16442.2,16467.91,153651.15,2682351213.91,17604.85,direct
19587.7,17318.54,17594.08,112173.97,2078806368.79,19345.49,direct
19870.62,18750.91,19346.6,117408.38,2264650369.71,19065.71,direct
19221.1,18114.42,19065.71,139251.39,2597510049.89,18972.32,direct
19021.97,16812.8,18971.19,174543.37,3136709262.09,17523.7,direct
17813.6,15642.69,17521.73,227676.13,3791752510.78,16461.97,direct
17301.83,14952.98,16461.09,163735.02,2619295475.76,15632.12,direct
15823.72,10875.71,15632.12,466980.6,6245731508.4,13664.97,direct
15493.23,13356.07,13664.97,170169.39,2491903154.48,14396.46,direct
14413.72,12166.45,14396.63,182417.29,2428437693.16,13789.95,direct
14467.43,13010.71,13789.95,107475.98,1487888106.52,13833.49,direct
16094.67,13748.49,13830.19,143135.26,2198577125.17,15756.56,direct
16514.59,14534.66,15757.02,138705.28,2162831128.76,15416.64,direct
15505.51,13466.07,15416.34,170366.63,2425912717.56,14398.7,direct
15109.81,13951.08,14398.45,118874.63,1733583750.2,14392.57,direct
14461.46,11962.09,14392.14,182065.44,2387311023.42,12531.52,direct
14241.82,12359.43,12532.38,111270.55,1492142483.58,13850.4,direct
13921.53,12877.67,13850.49,78425.21,1057521524.42,13444.88,direct
15306.13,12934.16,13444.88,137732.17,1956783037.35,14754.13,direct
15435.01,14579.71,14754.09,106543.39,1604206990.04,15156.62,direct
15408.66,14244.67,15156.49,110968.82,1656714736.62,15180.08,direct
